Nombre_Tienda,Id_Tienda
FERRE MED Y/O JORGE MEDINA LLAMAS,3075t
FERRETERIA S/N Y/O MARIA DIAZ BAHENA,3076t
FERRE ELECTRICA VALLE,3077t
TLAPALERIA LETY Y/O PALOMA SOTO CRISTOBAL,3078t
GUTIERREZ GONZALEZ DELTA RUTH,3079t
NEGOCIOS INTERNACIONALES DELTA S.A. DE C.V.,3080t
FERRETERIA SIN NOMBRE Y/O ESTELA PULIDO CAMPOS,3081t
COMERCIALIZADORA OSMI  S.A. DE C.V.,3082t
FERRETODO Y/O ARTURO VAZQUEZ CRUZ,3083t
JUN ZHU ZHENG,3084t
BISUTERIA HOI  S.A. DE C.V.,3085t
TIAN IMPORTACIONES  S.A. DE C.V.,3086t
ADEL,3087t
CHEN XIN DIAN,3088t
UNIFORMES GERARDO Y/O RAMIREZ ORTEGA ANA BERTHA,3089t
FERRETERIA EL PICU S.A. DE C.V.,3090t
LA GRAN VIA  Y/O  GRUPO JOMOAR  S.A. DE C.V.,3091t
ABARROTES VINOS Y LICORES EL TRIUNFO,3092t
TLAPALERIA PANTOJA,3093t
TLAPALERIA MARURI Y/O EMILIO MARURI LOPEZ,3094t
TABITHAS Y/O YESGA  S.A. DE C.V.,3095t
XHTIAN  S.A. DE C.V.,3096t
CITY COLOR Y/O EDGAR IZCHEL GIOVANNI CORONA JUAREZ,3097t
ARTESANIAS INGALY  S.A. DE C.V.,3098t
KARINA COLLECTIONS  Y/O  MARIO SUAREZ SOLORZA,3099t
OFFICE DEPOT DE MEXICO  S.A. DE C.V.  Y/O  OFFICE DEPOT,3100t
ZARA HOME MEXICO S.A. DE C.V. Y/O ZARA HOME,3101t
ABARROTES VINOS Y LICORES VIRGO  Y/O  MARCIAL BUSTAMANTE DIAZ,3102t
VINOS Y LICORES LOS AMIGOS Y/O MIGUEL MIRANDA GUARNEROS,3103t
ULTRAMARINOS MARCAS EXCLUSIVAS,3104t
ABARROTES VINOS Y LICORES BALDERAS Y/O IRENE VAZQUEZ RAMOS,3105t
ABARROTES LA PALMA Y/O FRANCO VAZQUEZ GUADALUPE JESSICA,3106t
ABARROTES VINOS Y LICORES DON ANIBAL LA GRAN VIA,3107t
ABARROTES VINOS Y LICORES MARY   Y/O MARIA PEREZ ARIAS,3108t
ABARROTES  LA GIRALDA Y/O JESUS ESPINOZA PORTILLO,3109t
VINOS Y LICORES LA PILARICA   Y/O  ANDRES LARA PACHECO,3110t
VINATERIA LA MADRILEÐA Y/O MA. DEL CARMEN VILLANUEVA REYES,3111t
TIENDAS EXTRA  S.A. DE C.V.  (CIRCULO K),3112t
JING CHENG  S.A DE C.V.,3113t
ABARROTES VINOS Y LICORES VILLA DE GUADALUPE,3114t
SUPER ABARROTES LA CIENEGA  S.A.,3115t
ABARROTES VINOS Y LICORES EL MORENO,3116t
BONETERIA CHATY Y/O BENJAMIN ZONANA YEDID,3117t
FERRE LAMINAS TAP  S.A. DE C.V.,3118t
FER MEX  S.A.,3119t
ARMANDO PEREZ MONTIEL,3120t
MISODAMA  S.A. DE C.V.,3121t
BONETERIA LA PALOMA Y/O BERTHA VILLEGAS LOPEZ,3122t
FEIYUE DE MEXICO  S.A. DE C.V.,3123t
INNOVATIX  S.A. DE C.V.,3124t
AUDIO ILUMINACION PROFESIONAL S.A. DE C.V.,3125t
IMPORTADOR ALE Y/O WEIDA FENG,3126t
ABARROTES  VINOS Y LICORES ROCIO,3127t
SERVICIO RAMIREZ   Y/O GILBERTO RAMIREZ MUJICA,3128t
KYOTO  S.A.,3129t
GUILLERMO PRIETO Y CIA. S.A. DE C.V.,3130t
NELLY DUARTE IBARRA Y/O DIVICION DE  DE REFACCIONES RENOL,3131t
REFACCIONARIA CULHUACAN  S.A. DE C.V.,3132t
REFACCIONARIA CUAUHTEMOC   Y/O LUIS HERNAN CORDOVA SALINAS,3133t
C & A MEXICO  S. DE R.L.,3134t
CORPORATIVO FERRIONI  S.A. DE C.V. Y/O FERRIONI,3135t
TEC ELECTRONICA  S.A. DE C.V.,3136t
ABARROTES VINOS Y LICORES LA REYNA Y/O MARIA CONCEPCION ROSETE BRISEÐO,3137t
AUTO REF 3 HERMANOS,3138t
SERVICIO ZEPEDA Y/O ISAURO ZEPEDA LEON,3139t
REFACCIONARIA VOLKS VALME PLATINO  Y/O  DANIEL VALENTE MEJIA CASTRO,3140t
REFACCIONES Y ACCESORIOS CROOS FOX   Y/O  TERESA JUAREZ PEREZ,3141t
SEARS OPERADORA MEXICO  S.A. DE C.V. Y/O SEARS,3142t
SANBORN HERMANOS  S.A. (SANBORNS),3143t
COMERCIALIZADORA CAMPANITA  S.A. DE C.V.,3144t
STYLO  Y/O   CALZADO ACTIVO S A  DE C.V.,3145t
CAPA DE OZONO   Y/O AZUL OZONO S.A. DE C.V.,3146t
PERUGIA Y/O TIENDAS PERUGIA  S.A. DE C.V.,3147t
SANBORN HERMANOS  S.A. DE C.V.  ( SANBORNS ),3148t
DEPORTES MARTI  S. A. DE C. V. Y/O MARTI,3149t
CORPORATIVO FERRIONI  S.A. DE C.V.,3150t
MULTIMENUDEO  S.A.,3151t
IMPORTADORA EL LECHA  S.A. DE C.V.  Y/O  FESTIRAMA,3152t
TEXTILES Y BLANCOS EL COMETA  S.A. DE C.V.  Y/O LA CASA DEL PUEBLO,3153t
SIMIL CUERO PLYMOUTH  S.A. DE C.V.,3154t
BONETERIA MARY  Y/O JOSUE REYES VILLEGAS,3155t
ALEXANDER?S,3156t
LA CHISPA IMPORTADORA  S.A. DE C.V.,3157t
RENOVACION PROFESIONAL DE LLANTAS  S.A. DE C.V.,3158t
COCARO  S.A. DE C.V. Y/O TROPIC,3159t
ZAPATELITE  S.A. DE C.V.,3160t
INNOVA SPORT  S.A. DE C.V. Y/O INNOVA SPORT,3161t
LOB FOOTWEAR     Y/O  LOB FOOTWEAR  S.A. DE C.V.,3162t
GRUPO OSOMA MULTIMARCAS  S.A. DE C.V.,3163t
SEARS OPERADORA MEXICO  S.A. DE C.V.  Y/O SEARS,3164t
EDUARDO CASSANI MORALES Y/O DICASS SPORT,3165t
GRUPO MISTER T  S.A. DE C.V.  Y/O MISTER TENNIS,3166t
IMPORTADOS MANITOS Y/O MANUEL GENARO DOMINGUEZ CHAVEZ,3167t
YONG XIN  S.A. DE C.V.,3168t
DISTRIBUIDORA ALHONDIGA Y/O RANGEL RAMIREZ GUADALUPE,3169t
PUMA MEXICO SPORT  S.A. DE C.V.,3170t
PROBEL INTERNACIONAL  S.A. DE C.V.   Y/O  TIENDA PROBELL,3171t
RADIO SHACK DE MEXICO S.A. DE C.V.,3172t
MEGA AUDIO  S.A DE C.V.  Y/O  SONY,3173t
TBB  S.A. DE C.V. Y/O BABY CREYSI,3174t
FLEXI  Y/O  DISTRIBUIDORES Y VENDEDORES DEL CENTRO S..A DE C.V.,3175t
BENETTON MEXICANA  S.A DE C.V.,3176t
IMPORTADORA EL CAMPEON  S.A. DE C.V. Y/O ZAPATERIAS STYLO,3177t
LA SURTIDORA Y/O MANZANO FRAGOZAO CALLETANA,3178t
INNOVACIONES YOYITAS  Y/O JUAN ANTONIO QUIRINO,3179t
HAPPY TOYS Y/O RICO TOYS  S.A. DE C.V.,3180t
LIU YONG,3181t
ELASTICOS  CIERRES Y HERRAJES LA GAMUZA  S.A. DE C.V.,3182t
DANI WOO  S.A. DE C.V.,3183t
BRIGHTSTAR DE MEXICO  S.A. DE C.V.,3184t
PRODUCTOS AUTOMOTRICES OCHOA,3185t
ARMANDO ALCANTARA CABAÐAS Y/O REFACCIONES  INTERNACIONALES MAHLE FILTER CENTER,3186t
REFACCIONES Y RECTIFICACIONES APOLO  S.A. DE C.V.,3187t
OFFICE DEPOT DE MEXICO  S. A. DE C. V.,3188t
DISTRIBUIDORA LIVERPOOL  S.A. DE .C.V.,3189t
ELECTRONICA HONG LONG,3190t
GRUPO FATMAR Y/O MARCO ANTONIO HERNANDEZ LOPEZ,3191t
TEXTILES NOVALES,3192t
FABRICA DE PLAYERAS ROBERTO Y/O SIMON TORRES MARTINEZ,3193t
BONETERIA JORGITO Y/O SANDRA REMEDIO PIMENTEL PIMENTEL,3194t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.  (SUPERAMA),3195t
HAISHAN S.A DE C.V VEHICULO AUTOMOTOR EN TRANSITO PLACA 607-VZ-9,3196t
VEERKAMP S.A. DE C.V. Y/O PALACIO DE LA MUSICA VEERKAMP,3197t
RADIADORES UNIDOS S.A. DE C.V. Y/O RUNSA,3198t
DAISYTEK DE MEXICO  S.A. DE C.V.,3199t
PEKISHOP  S.A. DE C.V. Y/O PIKOLINOS,3200t
SERVICIOS SHASA  S. DE R.L.DE C.V.,3201t
HOLA FASHION Y/O PAULINO GUERRERO PEREZ,3202t
WEICSON ELECTRONICS Y/O JORGE DE LA CRUZ LOPEZ,3203t
NOVEDADES KARIM Y/O REZC BALTEZAR KARIM ANTONIO,3204t
REPUBLIC NAIL,3205t
IMPORTADOR ZHEN,3206t
AVANCE ELECTRONICO  S.A. DE C.V.,3207t
YAWILL S.A DE C.V VEHICULO AUTOMOTOR DINA D500 EN TRANSITO PLACA 936DD-6,3208t
GRUPO EMPRESARIAL  S. J.   S.A. DE C.V. (PRICE SHOES),3209t
FANDIS  S.A. DE C.V.,3210t
ABARROTES VINOS Y LICORES NAHUR Y/O MIGUEL ANGEL QUINTANA MERCADO,3211t
FLAVIO GATTO ITALIA Y/O STAR MORE  S.A. DE C.V.,3212t
INMOBILIARIA DAFRE  S.A. DE C.V.,3213t
GAMOVAL  S.A. DE C.V.   Y/O FLAVIO GATTO,3214t
BED BATH & BEYOND MEXICO  S. DE R.L. DE C.V.,3215t
SUBURBIA  S. DE R.L. DE C.V.       ( SUBURBIA ),3216t
MAC,3217t
CEYS MEXICANA  S.A. DE C.V.,3218t
TIENDAS ALKA  S.A. DE C.V.,3219t
OULET DISEÐOS ESPAÐOLES,3220t
MEGA SHOES,3221t
COOL BAO BACO  ARTICULOS DE MASCOTAS ESTRELLA HUANG,3222t
JOMA MEXICO ROPA  S.A. DE C.V.,3223t
ZAPATERIA LORENA Y/O DANZAR  S.A. DE C.V.,3224t
VICKY FORM,3225t
GRUPO EMPRESARIAL S.J.  S.A. DE C.V. Y/O PRICE SHOES,3226t
CALZADOS PAKAR  S.A. DE C.V. Y/O  SHOES COLLECTION PAKAR,3227t
EURO LINE,3228t
AVANTE AUTOREFACCIONES S.A.P.I DE C.V. Y/O EL SITIO,3229t
COMERCIALIZADORA FONTIBRE  S.A. DE C.V.,3230t
GABRIELA MONARES AVILA Y/O MARIA AVILA ZAPATERIA,3231t
ZAPATERIA LUCY Y/O MARIANO PINITA MARCIANO,3232t
CALZADOS JUVENA  S.A. DE C.V.   Y/O ZAPATERIAS LA JOYA,3233t
SEXY JEANS  Y/O RAGS S.A. DE C.V.,3234t
PRODUCTOS Y ACCESORIOS PARA LA BELLEZA T-MURAL  S.A. DE C.V.,3235t
TIPS DE BELLEZA Y/O ESPONDA CASTAÐEDA MARLENE,3236t
FABRICAS DE CALZADO ANDREA  S.A. DE C.V.,3237t
VITTORIO FORTI Y/O OPERADORA DE TRAJES  S.A. DE C.V.,3238t
ESPACIO DEPORTIVO RACSO S.A. DE C.V. Y/O RACSO OUTLET SPORT,3239t
MAREL,3240t
SAHIBA,3241t
VINIZBENA,3242t
OUTLET GALAN SPORT,3243t
LUZCAR ELECTRONICA  S.A. DE C.V.,3244t
DISTRIBUIDORA BETO S  S.A. DE C.V.,3245t
LEONA?S SECRETS,3246t
ROPA INFANTIL DOS ANGELITOS Y/O VICENTE FERNANDEZ YESCAS,3247t
CASA FELIX  S. DE R.L. DE C.V.,3248t
FERRETERA MAX  S.A. DE C.V.,3249t
NOVEDADES YENY  Y/O WEIYAN CHEN,3250t
ZAPATERIA Y REGALOS JUANITA Y/O ALICIA LOPEZ CASAS,3251t
ELBA ORTEGA SOTO Y/O SALVATORE ZAPATERIA,3252t
DESIGUAL  S.A. DE C.V. Y/O ZAPATERIA DESIGUAL,3253t
TIENDAS HEXA   S.A. DE C.V.,3254t
CREACIONES MARGARET  S.A. DE C.V.  Y/O  MABEL,3255t
CORPORATIVO IVONNE S.A. DE C.V.,3256t
SOLUCIONES COSMETICAS  S.A DE C.V.,3257t
COSMETICA INTERNACIONAL MIGUETT S.A. DE C.V.,3258t
MULTI-IMPORT  S.A. DE C.V.,3259t
LYPSTICK Y/O CARMEN JAKELINE ROMO AVILA,3260t
CARTERS OSHKOSH BGOSH Y/O OPERACION EFICAZ  S.A. DE C.V.,3261t
JULIO DE MUCHA,3262t
DISEÐOS ESPAÐOLES,3263t
RAYMOND KHALIL RAYMOND,3264t
LUIS ALBERTO RICO RAMIREZ,3265t
YECHURONG,3266t
LA CASA DEL OVEROL  S.A. DE C.V.,3267t
LA MARSELLA  S.A. DE C.V.,3268t
COMERCIAL SAN ANTONIO Y/O NADER JACOBO GEORGES ANTONIE,3269t
BERSHKA,3270t
ZARA MEXICO  S.A. DE C.V.,3271t
OYSHO,3272t
RAPSODIA,3273t
AUDIOMUNDO DE MEXICO  S.A. DE C.V.,3274t
SERVICIOS SHASA  S. DE R.L. DE C.V.,3275t
LA PEQUEÐA BURGUESIA Y/O LUIS FELIPE ROMERO BATIZ,3276t
ABARROTES VINOS Y LICORES LA REALIZADORA,3277t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.   (SAMS CLUB TEPEYAC),3278t
AZUL OZONO  S.A. DE C.V.,3279t
GRUPO LA MILAGRESA  S.A. DE C.V.  Y/O  LM & CO.,3280t
QUARRY Y/O VICTIMA DE LA MODA  S.A. DE C.V.,3281t
CAROLINA HERRERA Y/O SOCIEDAD TEXTIL LONIA  S.A. DE C.V.,3282t
WOMENSECRET Y/O EL PALACIO DE HIERRO  S.A. DE C.V.,3283t
THAI Y/O SERVICIO DE ALIMENTOS TUAR  S.A. DE C.V.,3284t
ESTORIL  Y/O  OPERADORA EL ESTORIL  S.A. DE C.V.,3285t
HOSTERIA POLANCO  S.A. DE C.V.,3286t
SERVICIOS SHASA  S. DE R.L. DE C.V.   Y/O  SHASA,3287t
NUEVA WAL MART DE MEXICO   S. DE R.L. DE C.V. (BODEGA AURRERA),3288t
TLAPALERIA Y PAPELERIA  PRINCESA Y/O MARIA DE LA PAZ ZAMUDIO ROMANO,3289t
STEFANO FASHION Y/O JULIO CESAR CAMPOS MIRELES,3290t
BABY CHARLY  Y/O CONSTANTIN EID DIMAS,3291t
CAROL BEBE Y/O YOLLA NADER JACOBO,3292t
OPERADORA DE TIENDAS INTERNACIONALES  S.A. DE C.V.,3293t
GRUPO LA MILAGRESA  S.A. DE C.V.   Y/O  LA MILAGRESA,3294t
ZAPATERIA PASION Y/O MARIA DEL CARMEN GOZALEZ SOTO,3295t
GENETICA MAGNIFICA Y/O FIDEL ANGEL CHAVEZ ROA,3296t
LA CIGUEÐA Y/O OLIVO SANCHEZ ACUÐA,3297t
MUNDO PEQUE,3298t
COMERCIALIZADORA FONTIBRE  S.A. DE C.V.  Y/O ZAPATERIA LA RIBERA,3299t
SUMINISTROS DOMESTICOS  S.A. DE C.V. Y/O CRISTALERIA EL ANCLA,3300t
BELLEZA CON ESTILO  S.A. DE C.V.,3301t
COMERCIAL TELE RADIO  S.A. DE C.V.,3302t
TLAPALERIA Y FERRETERIA AVANTE,3303t
MIGUEL ANGEL REYES MACIAS,3304t
KANANHIT  S.A. DE C.V. Y/O MARSEL,3305t
GRUPO JARBUS  S.A. DE C.V. Y/O JARKING,3306t
LA TERTURLIA,3307t
AL ANDALUZ,3308t
OPERADORA DE RESTAURANTES IMJS  S.A. DE C.V.   Y/O BELLINI,3309t
BROOKS BROTHERS Y/O I NOSTRIS FRATELLI  S. DE R.L. DE C.V.,3310t
EXPRESS Y/O MEXPRESS MODA  S.A. DE C.V.,3311t
MISCELANEA ADRIANA II Y/O MELO SIERRA ESPERANZA,3312t
DISTELUB  S.A. DE C.V.,3313t
CORONADO  S.A. DE C.V.,3314t
LLANTERA EL REY  S.A. DE C.V.,3315t
MILLA CONTINENTAL  S.A. DE C.V.,3316t
RADIAL LLANTAS  S.A. DE C.V.,3317t
TLAPALERIA  EL SOL Y/O GERARDO ORTEGA ESPINOZA,3318t
REFACCIONARIA MENDOZA Y/O ZEUS IMPERIAL  S DE R.L. DE C.V.,3319t
CARLITO Y/O NADER JACOBO GEORGES ANTOINE,3320t
HERRAMIENTAS EL 20 DE CORREGIDORA Y/O PEDRO DELGADO LOPEZ,3321t
ARTESANIAS QUIROZ Y/O ALFONSO QUIROZ RESENDIZ,3322t
ARTESANIAS Y/O LUIS ANTONIO BORJAS NEYRA,3323t
DISTRIBUIDORA LLANTERA REVILLA  S.A. DE C.V.,3324t
BODEGA AVANTE DE PUEBLA  S.A. DE C.V.,3325t
PROVEEDORA GENERAL POPO  S.A. DE C.V.,3326t
TLAPALERIA DISTRIBUIDORA DURAN,3327t
REFACCIONARIA AMERICA  Y/O  MAYA GUERRERO BETZABE,3328t
CORPORATIVO DE AUTOPARTES OCEANO  S.A. DE C.V.,3329t
CENTRO DE DISTRIBUCION ORIENTE S.A. DE C.V.,3330t
ZHEN XI  S.A. DE C.V.,3331t
CHICKY BABYS Y/O MARIO GASCA GUERRERO,3332t
ABELLA COLLECTION Y/O JOSE LUIS IÐIGUEZ GARCIA,3333t
COMERCIALIZADORA CACHIGUANGO  S.A. DE C.V.,3334t
FANTASIAS SUNRI Y/O SUNRI IMPOR-EXPOR  S.A. DE C.V.,3335t
YOUNG OUK PARK,3336t
MAGOGOS DE MEXICO  S.A. DE C.V.,3337t
TODO UN UNIVERSO EN GLOBOS  S.A. DE C.V.,3338t
VINATERIA Y ABARROTES HERNANDEZ Y/O BALTAZAR HERNANDEZ REYES,3339t
EDA BATERIAS Y SERVICIO  S.A. DE C.V.,3340t
CENTRO FERRETERO PING?I Y/O JESUS EDGAR LOPEZ ARIAS,3341t
FERRETERA KIMURA  S. A. DE C. V.,3342t
USA SHOES Y/O MARIA TERESA GARCIA URZUA,3343t
CRISTAL Y GOLD Y/O CHEN SHAOHUA,3344t
IMPORTADORA ARVIL  S.A. DE C.V. Y/O ARVIC IMPORTACIONES,3345t
RICARDO ERIC HUERTA HERNANDEZ,3346t
FERREMET S.A. DE C.V.,3347t
INTEC DE MEXICO  S.A.P.I. DE C.V.,3348t
ZARA HOME MEXICO  S.A. DE C.V.,3349t
STEREN SHOP Y/O SERVICIOS PROFESIONALES ADMINISTRATIVOS DEL CENTRO SC DE RL DE C,3350t
TLAPALERIA CHAVEZ Y/O ARMANDO CHAVEZ TREJO,3351t
BI SHI MODA CASUAL Y/O BI SHI  S.A. DE C.V.,3352t
VENTA DE ELECTRONICOS Y/O BI-LI ZHONG,3353t
PINK SHOP Y/O JOSE ANTONIO LOPEZ SAINZ,3354t
VICIO Y VANIDAD Y/O MENDOZA HERNANDEZ MARIA ELENA,3355t
LISTON DE ORO Y/O FIDEL RAMOS CHAVEZ,3356t
COSAS Y DETALLES  S.A. DE C.V.,3357t
TALABARTERIA F G  22  Y/O GUTIERREZ PILLANO FABIOLA,3358t
ALONDRA IMPORTACIONES  S.A. DE C.V.,3359t
LA VIKINA Y/O ROSA MARIA ALVAREZ ILLESCAS,3360t
ABARROTES VINOS Y LICORES LA GUADALUPANA,3361t
ABARROTES VINOS Y LICORES LA PERLA Y/O MARIA INES QUIROZ BONFIL,3362t
COMERCIAL PADICO  S.A. DE C.V. (SUCURSAL CIBELES),3363t
ABARROTES LA HORMIGA Y/O JUAN GONZALEZ RIVERO,3364t
VINO PARA CONOCEDORES  S.A. DE C.V. Y/O LA ANTIGUA CAVA,3365t
LA ESPERANZA,3366t
ABARROTES VINOS Y LICORES EL TAPANCO,3367t
LLANTERA REVOLUCION Y/O MANUEL GOMEZ LEPE,3368t
LLANTERA CHAPULTEPEC Y/O FELIPE DE JESUS GARCIA MEDINA,3369t
RUEDAS RADIAL  S.A. DE C.V.,3370t
AUTOSUSPENCIONES DE MEXICO Y/O EVA GODINEZ MUÐOZ,3371t
JASMAN AUTOMOTRIZ  S.A. DE C.V.,3372t
FERRETERIA EL COMPETIDOR DE PORTALES,3373t
FERRETERIA Y TLAPALERIA LA RONDANA Y/O ELIZABETH FUENTES NOLASCO,3374t
CENTRO DE DISTRIBUCION ORIENTE  S.A. DE C.V.,3375t
REFACCIONES AUTOMOTRIZ PEGASO  S.A.,3376t
REFACCIONARIA ARCOS Y/O JOSEFAT AURELIO ARCOS PLATA,3377t
REFACCIONARIA PORTALES  S.A. DE C.V.,3378t
ALCES ACCESORIOS  S.A. DE C.V.,3379t
LLANTAS PACIFIC TIRES,3380t
JASMAN AUTOMOTRIZ S A  DE C.V.,3381t
PROLLANTAS  S.A. DE C.V.,3382t
TBC DE MEXICO  S.A. DE C.V.,3383t
MATERIALES PARA LA CONSTRUCCION TLAPALERIA Y PLOMERIA CONTRERAS,3384t
TLAPALERIA Y MATERIALES PARA CONSTRUCCION MARYFER,3385t
TLAPALERIA LA UNION,3386t
SERVICOAPA  S.A. DE C.V.,3387t
IMPORTADORA DE AUTOPARTES LEGAPA  S.A. DE C.V.,3388t
JAYMAR  S.A. DE C.V.,3389t
COMERCIALIZADORA DIEZ DE REGIL  S. DE R.L. DE C.V.,3390t
HI-TECH AUDIO  S.A. DE C.V.,3391t
ABARROTERA LA TOLANA  S.A.,3392t
FERRE ALEX  S.A. DE C.V.,3393t
ABARROTES VINOS Y LICORES LOS ROSALES  Y/O ADRIAN ESCALERA MORALES,3394t
ABARROTES VINOS Y LICORES FLORES  Y/O  JOSE MANUEL PACHECO FLORES,3395t
FRANCISCO DELGADO COHETERO,3396t
GRUPO COMERCIAL SUPER TIEN-DAZZ S.A. DE C.V.,3397t
EL GRANJERO  Y/O  YESSICA YAHABET BENITEL,3398t
CREMERIA Y SALCHICHONERIA EL RETOÐITO Y/O CANDELARIO RAMIREZ POZOS,3399t
CREMERIA  MAX Y/O CREMERIA MAX S.A. DE C.V.,3400t
BABY CENTER Y/O ALEJANDRA SELENE PAZ CUELLAR,3401t
LLANTERA MIRAMONTES  S.A. DE C.V.,3402t
MARTINEZ GARCIA VICENTE Y/O LA CENTRAL II,3403t
MARQUEZ ANGELES EVANGELINA,3404t
CASA MARCUS  S.A. DE C.V.,3405t
AUTO PARTES CORREA  S.A. DE C.V.,3406t
MAYOREO LOPEZ DIAZ  S.A. DE C.V.,3407t
TLAPALERIA LA AVENIDA,3408t
REFACCIONES AMBER  S.A. DE C.V.,3409t
ANDY ASTRON Y/O DALIA BELEM BERNAL CORONA,3410t
EL CHARCO DE LOS PATOS  Y/O  GONZALEZ MARIA DEL CARMEN,3411t
LA VIKINA VINOS Y ABARROTES Y/O MARGARITA GUZMAN DEL ANGEL,3412t
ABARROTES VINOS Y LICORES LA POPULAR Y/O JUAN PABLO ESQUEDA IBARRA,3413t
ABARROTES VINOS Y LICORES LA PALOMA,3414t
SERVI VINO DE ORIENTE  S.A. DE C.V.,3415t
ABARROTES LA SALESIANA S.A. DE C.V.,3416t
ALMACENES LA ESPERANZA Y/O SABRIE SAAD ABDUL MASSIH ABDUL MASSIH,3417t
THE HOME STORE Y/O DISTRIBUIDORA STORE HOME S.A. DE C.V.,3418t
EL PALACIO DE HIERRO S..A DE C.V.,3419t
ASTRO LLANTAS MEXICO  S.A. DE C.V.,3420t
POLYLLANTAS Y SERVICIOS  S.A. DE C.V.,3421t
FERRETERIA Y TLAPALERIA LA CUMBRE,3422t
OLIVIA PALMA CASTILLO,3423t
FERRETERIA MONARCA,3424t
AUDIOMOVIL GCR  S.A. DE C.V.,3425t
REFACCIONARIA EL SITIO Y/O MANUEL GARCIA GARCIA,3426t
JYX  CELULAR Y/O SYRIA XEOMARA LOBATO BLANCO,3427t
LIGHTS TOYS  S.A. DE C.V.,3428t
VINOS Y LICORES LA LUNA Y/O SILVINO DOMINGUEZ MICHEL,3429t
VINATERIA Y ABARROTES LAS DEMOCRACIAS Y/O BARROTA MARTINEZ MARIANO,3430t
LA REFORMA  Y/O JIMENEZ SANTIAGO SILVINO,3431t
ABARROTES  VINOS Y LICORES ANDY Y/O MARIA  FIRA IBARRA OLVERA,3432t
COSMETICOS YOSELIN,3433t
ABARROTES VINOS Y LICORES LA PRADERA Y/O DELFINA CAMPOS JASO,3434t
ABARROTES VINOS Y LICORES LA BARCA,3435t
COMERCIAL SUPER ALIANZA  S.A. DE C.V.   Y/O  LAS CIEN FLORES,3436t
LA NUEVA LEONESA Y/O ARANTZAZU CALLADO CANTELI,3437t
ABARROTES EL INSPECTOR  S.A. DE C.V.,3438t
SANBORN HERMANOS  S.A. (SUC. MAZARIK),3439t
SANBORN HERMANOS  S.A   Y/O SANBORNS,3440t
DISTRIBUIDORA GALA  S.A. DE C.V.,3441t
TOYO CAR CENTER  S.A. DE C.V.,3442t
BODEGA DE LLANTAS DIVISION DEL NORTE S.A. DE C.V.,3443t
FANTASIAS Y NOVEDADES CARLITOS Y/O JORGE JIMENEZ CORONADO,3444t
HIPER LLANTAS LA OLA  S.A. DE C.V.,3445t
QUALITY TIRE DE MEXICO  S.A. DE C.V.,3446t
LLANTIDINAMICA  S.A. DE C.V.,3447t
FERRETERA CASA BLANCA Y/O HONORIA MORALES MAYA,3448t
E. G. TLAPALERO  S.A. DE C.V.,3449t
FERRE BICI JUAREZ,3450t
SERVICIO VERACRUZ  Y/O GABRIEL BALTAZAR MENDEZ,3451t
REFACCIONES AUTOMOTRICES JAVICAR,3452t
UNICARS VEHICULOS  S.A. DE C.V.,3453t
B.H.M. ELECTRICA AUTOMOTRIZ  S.A. DE C.V.,3454t
CENTRO DE DISTRIBUCIO ORIENTE  S.A. DE C.V.,3455t
PLAMI  S.A. DE C.V.,3456t
LA CROZEG Y/O LUIS ANTONIO CASTILLO ZETINA,3457t
BRUNO JAVIER DE ANDA ESQUEDA,3458t
LA CASTELLANA Y/O PRESTIGIO EN VINOS  S.A. DE C.V.,3459t
ABARROTES VINOS Y LICORES MAGALY,3460t
ABARROTES VINOS Y LICORES LA LUZ Y/O MARIA DE LA LUZ RUIZ GONZALEZ,3461t
ABARROTES MICHEL   Y/O  ALICIA FRIAS CASTRO,3462t
ABARROTES  VINOS Y LICORES LA LUCHA  Y/O HERIBERTO HUERTA GUTIERREZ,3463t
ABARROTES VINOS Y LICORES PATZCUARO Y/O JOSEFINA  CAMPOS MARIN,3464t
BODEGAS COLLADO  S.A. DE C.V.,3465t
PROMOTORA ABARROTERA DEL NORTE  S.A. DE C.V.,3466t
EL TAHUATENSE ABARROTERO   S.A.,3467t
CREMERIA Y SALCHICHONERIA EL SURTIDOR  Y/O FACUNDO ALFREDO COVOS OLIVERA,3468t
ARTICULOS PARA BEBE Y/O DAYANIRA MARICRUZ VIDAL RAMIREZ,3469t
NOVEDADES ANGELES Y/O DANIEL ANGELES MATIAS,3470t
SEARS OPERADORA MEXICO  S.A. DE C.V. Y/O SEARS AUTO CENTER,3471t
FERRETERIA Y TLAPALERIA EL PUERTO  S.A. DE C.V.,3472t
NORBERTO SANTOS GALLO Y/O HERRAMIENTAS SANTOS,3473t
REFACCIONARIA SANTA FE  Y/O GREGORIA FIGUEROA AYALA,3474t
REFACCIONARIA RAMIREZ,3475t
HERRAMIENTAS DEL CENTRO Y/O ELVIRA MAYA MIRANDA,3476t
AUTOPARTES CASTRO S.A. DE C.V.,3477t
DISTRIBUIDORA DE CINTAS Y HERRAJES  S.A. DE C.V.,3478t
AUTO PARTES UNION REFACCIONES PARA EQUIPO PESADO S.A. DE C.V.,3479t
"REFACCIONARIA POOL ""K""",3480t
EL PALACIO DE HIERRO  S.A. DE C.V.,3481t
ISEL-CONTROLES REMOTOS UNIVERSALES,3482t
