Nombre_Tienda,Id_Tienda
FORZZA HIDALGO,4586t
ABARROTES LAS TRES HERMANAS,4587t
SUPER VILLAS,4588t
CONSUMO POPULAR V.T. ABARROTES  S.A. DE .C.V.,4589t
GRUPO TEXTIL ALKA  S.A. DE C.V.,4590t
ZAPATERIA PEPIN Y REGALOS ALKA,4591t
EL SOTANO JUNIOR BOUTIQUE,4592t
27 MICRAS INTERNATIONAL  S.A. DE C.V.,4593t
BOUTIQUE CORTE FIEL,4594t
CADENA COMERCIAL OXXO  S.A. DE C.V.  (SANTA JULIA),4595t
MAGADAN QUIMA DE HIDALGO  S.A. DE C.V.,4596t
CADENA COMERCIAL OXXO  S.A. DE C.V.  (COLOSIO),4597t
CADENA COMERCIAL OXXO  S.A. DE C.V.  (REAL DE LA PLATA),4598t
CADENA COMERCIAL OXXO  S.A. DE C.V.  (MADERO),4599t
TIENDA M-G,4600t
CADENA COMERCIAL OXXO  S.A. DE C.V  (ROJO GOMEZ),4601t
ABARROTES SAID,4602t
VENTA DE ROPA TOÑA,4603t
ZAPATERIA HERNANDEZ,4604t
MISCELANEA CHIVIS,4605t
BAZAR DE ROPA,4606t
MISCELANEA ARELY,4607t
MISCELANEA MELY,4608t
CORSETERIA Y BONETERIA EL MUNDO DEL LEOTARDO,4609t
ABARROTES LA FE,4610t
ZAPATOS FINOS DE TULANCINGO,4611t
ABARROTES GARCIA,4612t
MENS FACTORY,4613t
OPERADORA SFERA MEXICO  S.A. DE C.V.,4614t
ZAPATERIA QUETZALLI,4615t
LLANTERA PONTON PACHUCA,4616t
COMERCIALIZADORA DE LLANTAS TRES SIGLOS  S.A. DE C.V.,4617t
MISCELANEA IVAN JESUS,4618t
PAPELERIA EL GIS,4619t
MISCELANEA  LA PASADITA,4620t
ABARROTES SUPER M,4621t
JOGA UNIFORMES,4622t
ZAPATERIA GSPORTSHOES,4623t
JOYERIA BIZZARRO,4624t
ARGOLLAS MODERNAS  S.A. DE C.V.,4625t
JOYERIA BIG BEN TIME Y TAFFY,4626t
JOYERIA FALCON,4627t
JOYERIA CASTRO HERMANOS JOYERIA Y RELOJERIA,4628t
JOYERIA MEJIAS,4629t
JOYERIA DE EN-SUEÑO,4630t
GRUPO KRISEL DE TULANCINGO  S.A. DE C.V. (JOYERIA KRISTAL),4631t
JOYERIA JADE,4632t
TOUS PUEBLA  S.A. DE C.V.,4633t
JOYERIA ELY,4634t
BLANCOS PACHUCA,4635t
TORTILLERIA ALONDRA,4636t
ELEKTRA DE MILENIO  S.A DE C.V.,4637t
TUZO EXPRESS,4638t
" ""BOUTIQUE Y LENCERIA ADABET""",4639t
"ZAPATERIA "" GRUPO VAYARI""",4640t
"""REGALOS Y NOVEDADES DIANIS""",4641t
"ROPA CASUAL PARA CABALLERO  ""SHALOM""",4642t
"FERNANDO OCHOA FLORES ""EXTREME FASHION""",4643t
"MARIA GUADALUPE MONTIEL DE LA PAZ  ""BOUTIQUE D` MELQUIS""",4644t
"""CADENA COMERCIAL OXXO  S.A. DE C.V.""  (CENTRAL DE ABASTO)",4645t
"CADENA COMERCIAL OXXO S. A. DE C. V. ""OXXO TAMARINDOS""",4646t
CADENA COMERCIAL OXXO S .A DE C. V.,4647t
CADENA COMERCIAL OXXO S. A. DE C. V.,4648t
"TIENDAS SUPER PRECIO  S.A. DE C.V. ""NETO""",4649t
CADENA COMERCIAL OXXO S. A. DE C. V,4650t
CADENA COMERCIAL OXXO S. A. DE C. V. ,4651t
"RESTAURANT ""LA ESCONDIDA""",4652t
TIENDAS CHEDRAUI S. A. DE C.V .,4653t
"NUEVA WAL MART DE MEXICO S DE RL DE CV  ""BODEGA AURRERA TA XCO""",4654t
CADENA COMERCIAL OXXO (REFORMA),4655t
"""LA CONCHA NOSTRA DE TAXCO""",4656t
"RESTAURAN-BAR ""EL ATRIO""",4657t
NEGOCIOS AVANTE  S.A DEC.V.,4658t
TIENDAS TRES B  S.A. DE C..V.,4659t
COSMOSERVICIO LLANTERO  S.A. DE C.V.,4660t
"ROPA INFANTIL  ""CURIOSIDADES JUNIORïS""",4661t
"""INFANTILES LA CIG¿EÑA""",4662t
"JUANA ROMAN OCHOA  ""INFANTILES BURBUJAS""",4663t
"MIRIAM DE LA PAZ EVANGELISTA  ""BOUTIQUE SIPIRILY""",4664t
CINEPOLIS DE MEXICO  S.A. DE C.V.  (GALERIAS TAMARINDOS),4665t
"BOUTIQUE ""CHICKLES KIDS""",4666t
"VTA. DE ROPA Y CALZADO  ""MODAS SALAZAR""",4667t
"EMMA ROMAN FUENTES  ""VENTA DE ROPA""",4668t
"""BOGA  SHOES""",4669t
"MARIA ELENA SALGADO NAVA   ""BOUTIQUE""",4670t
"""ESTILO BOUTIQUE MODA CASUAL""",4671t
"BOUTIQUE PARA BEBES ""MAMAMIAN""",4672t
"""COQUETA  BISUTERIA Y ACCESORIOS """,4673t
""" ROSSY ACCESORIOS """,4674t
CALZADO GIOVANA S.A. DE C.V.,4675t
"COMPRA - VENTA DE CALZADO ""PAOLA """,4676t
"ZAPATERIA ""PER LEI""",4677t
"""BOUTIQUE MIRAY""",4678t
"""NOVEDADES Y ACCESORIOS MAYAïS""",4679t
"BOUTIQUE ""MIKE"" ROPA Y ACCESORIOS DE HOMBRE Y MUJER",4680t
"""JOYERIA PRINCESA""",4681t
"JOEL DIAZ DIAZ ""JOYERIA GENESIS""",4682t
"MARBELLA RABADAN MIRANDA  ""JOYERIA GIGGI""",4683t
"EFREN QUINTANA VILLALOBOS  ""JOYERIA KARY""",4684t
"RESTAURANT-BAR ""DI VINO""",4685t
"RESTAURANTE  ""LOS LAURELES""",4686t
"""RESTAURANT EL CAMPANARIO""",4687t
"""RESTAURANTE EL MACHI""",4688t
"COMERCIALIZADORA DE METALES ARGENTAXCO S. A. DE C. V. ""LINDA DE TAXCO""",4689t
"PLATERIA ""CAFE PLATA""",4690t
"BOUTIQUE  MANCHESTER""",4691t
"""BOUTIQUE MIKE""",4692t
"""USA SHOES""",4693t
"ROSA MA. AG¿EROS DIAZ  ""TENIS STAR""",4694t
"BOUTIQUE  ""BLUE & JEANS""",4695t
"OLIVIER ROMAN ROMAN  ""BOUTIQUE OLIVIERïS""",4696t
"""DEPORTES ANA LAURA""",4697t
" ""DEPORTES OSORIO""",4698t
"""ZAPATERIA 3 HNOS""",4699t
"""ABARROTES  VINO Y LICORES EL MEZCALERO""",4700t
"RESTAURANT ""LOS LIMONES""",4701t
"GERMAN PARRA VAZQUEZ ""QUINTA EL PARAISO""",4702t
"CRECENCIANA BRIGIDO ROMERO  ""JOYERIA BRIROVIC""",4703t
"""ORO MAX""",4704t
"ELVA MARTINEZ LOPEZ ""JOYERIA ROMART""",4705t
"ISRAEL GABRIEL SALGADO KURI  ""JOYERIA KRISTAL""",4706t
"HECTOR ALEJANDRO ISLAS PENILLA "" JOYERIA BULLGARY""",4707t
"BRANDON LEONEL FLORES ALVAREZ  ""JOYERIA AMBAR""",4708t
"PATRICIA ISYABEL FLORES RODRIGUEZ ""JOYERIA MONIQUE I""",4709t
"JESUS FLORES MOTA ""JOYERIA BRANDON""",4710t
VINOS Y LICORES LA CASA DEL TEQUILERO,4711t
VINOS Y LICORES LA CALDERA,4712t
CARAJOS TEQUILA TOURS,4713t
ROMANTIC CO,4714t
LENCERIA VICKY FORM,4715t
SUPER NATURISTA,4716t
LA PANZA ES PRIMERO NATURISMO Y NUTRICION,4717t
BEST HEALTH ARQUITECTOS CORPORALES,4718t
GOITI PASTELERIAS SA DE CV,4719t
MERKA COMERCIALIZADORA SA DE CV,4720t
LA PATITA POLOLA,4721t
TIENDA NATURISTA LA PANZA ES PRIMERO,4722t
DISTRICT NEW YORK,4723t
NENE MOSHA CALZADO,4724t
LA PECHOCHA,4725t
ZAPATERIA DïAHUMADA,4726t
PULL & BEAR,4727t
KAPPELA,4728t
TODO MODA,4729t
ZAPATERIA LOURDES ALANIS,4730t
LACTEOS MIRANDA,4731t
LACTEOS VARGAS,4732t
PRODUCTOS LACTEOS LAS CARRETAS,4733t
PRODUCTOS DE LECHE MOY,4734t
LECHE 19 HERMANOS SA DE CV,4735t
ZOOROPA,4736t
EL RINCON DE DON MANUEL Y/O VICTOR MANUEL VALLE ROBLES,4737t
LICORERIA ALBA ROMERO UNO,4738t
VINOS Y LICORES LUPITA Y/O LICORERIA LUPITA,4739t
VINOS Y LICORES SOLIS,4740t
VINOS Y LICORES FONCECA,4741t
VINOS AMERICA,4742t
WALMART,4743t
VINOS Y LICORES VENCES,4744t
TIENDAS CHEDRAUI SA DE CV Y/O CHEDRAUI,4745t
LA EUROPEA,4746t
VINOS Y LICORES GUADALAJARA,4747t
SORIANA,4748t
VINOS Y LICORES DOÑA MARTHA,4749t
VINOS Y LICORES EL PORTAL DE LOS VALLES,4750t
EL CHINO VINOS Y LICORES,4751t
VINOS Y LICORES PADRINO,4752t
VINOS Y LICORES LA BARRICA,4753t
VINICOLA SANTA BARBARA,4754t
TEQUILAS ARANDAS,4755t
ALSA VINOS Y LICORES,4756t
TIENDAS SORIANA SA DE CV Y/O SORIANA,4757t
NUEVA WALMART DE MEXICO S DE RL DE CV Y/O WALMART,4758t
SUPERAMA,4759t
CASA LEY,4760t
COSTCO,4761t
TIENDAS COMERCIAL MEXICANA SA DE CV,4762t
BOUTIQUE EL MACHIN Y/O SANDRA LETICIA PADILLA MARTINEZ,4763t
BONIC BOUTIQUE Y/O MARIA DE LOS ANGELES FERNANDEZ,4764t
BOUTIQUE CAROLINE Y/O ISRAELA RODRIGUEZ GORDIAN,4765t
ROPA HINDU KANISHKA,4766t
OPTIMA,4767t
HEIDIS SALCHICHAS EUROPEAS GOURMET,4768t
KD COMPUTADORAS SA DE CV,4769t
ACCESORIOS PARA PC,4770t
DELI MARKET OASIS Y/O MENDOZA GALVAN NOEMI,4771t
CONFORT ZAPATERIA,4772t
EXPRESA MAS + DETALLES & REGALOS,4773t
BLOCKBUSTER DE MEXICO SA DE CV,4774t
RADIOSHACK DE MEXICO SA DE CV,4775t
PROMODA,4776t
JUGUETERIA Y REGALOS,4777t
JUGUETERIA,4778t
HAPPY TOYS,4779t
EL LEONCITO,4780t
JUGUETES Y REGALOS,4781t
DISTRIBUIDORA DULCERA EL PATRON,4782t
DISTRIBUIDORA DULCERA EL LINCE,4783t
TIENDA DE REGALOS Y JUGUETES,4784t
FINASS,4785t
SHOE BAGS,4786t
EKAR DE GAS,4787t
MUEBLES AMERICA,4788t
LACTEOS Y RESTAURANT SANTA CECILIA,4789t
LACTEOS DON CHAVA Y/O QUESOS DON CHAVA,4790t
FABRICA DE LACTEOS Y QUESOS,4791t
LACTEOS MOJICA SA DE CV,4792t
LACTEOS SAN MIGUEL,4793t
MARGARET MURE Y/O MARGARITA MORA HERNANDEZ,4794t
VIZCAINO,4795t
HELEN,4796t
CRISTAL BOUTIQUE,4797t
TIENDA DE ROPA GLAM,4798t
FLEXI,4799t
TIENDA DE DEPORTES MARTI,4800t
JOYAS JOKA S DE RL DE CV,4801t
CHEAP & CHIC,4802t
LUNA DïPLATA,4803t
BRATTO GRUPO JOYERO,4804t
TENDENCIA,4805t
AYE PLATA Y BISUTERIA,4806t
QUIRINO,4807t
JOYAS CELY,4808t
BIRRIERIA COCULA,4809t
BOGO ACCESORIOS,4810t
AGROINSUMOS DE IXTLAHUACAN,4811t
MAGUS SA DE CV,4812t
GALASSIA,4813t
STARBUCKS,4814t
NUTRISA,4815t
+KOTA,4816t
HOSPITAL VETERINARIO PROVIDENCIA,4817t
CENTRO VETERINARIO TERRANOVA,4818t
CLINICA VETERINARIA SR. DOGïS,4819t
MASCOTAS CLINICA VETERINARIA,4820t
"""SUPER KIOSKO SA DE CV""",4821t
"""L. A. FASHION CLOTHES""",4822t
"MARCO ANTONIO SUAREZ SOLIS ""LA VIANDA""",4823t
"""CADENA COMERCIAL OXXO  S.A. DE C.V.""",4824t
"""JOYERÖA EL TESORO""",4825t
"AMADA LAGARDA CRUZ""JOYERÖA DE PLATA JESANEITZ""",4826t
ZAPATERIA ZAPBOL EXCLUSIVAS,4827t
PANNE MODA INFANTIL,4828t
NICE BOUTIQUE 9.99 Y MAS,4829t
NARUKOS ACCESORIOS,4830t
ORTOBAJA,4831t
BOUTIQUE XPRESS $ 99,4832t
MISELANEA JUAREZ,4833t
SIGALAS  ZAPATERIA,4834t
ACA ENTRE NOS BOUTIQUE,4835t
AQUA Y/O CLAUDIA MARCELA FRAGA REYES,4836t
FARMACIAS EL REY DE LOS PRECIOS BAJOS,4837t
FARMACIA SANTA FE,4838t
TODO EN GENERICOS ALL PHARMACY,4839t
"FARMACIA ""FREDYS""",4840t
FARMACIAS EL FENIX DE TIJUANA S.A. DE C.V.,4841t
FARMACIA LA PAZ,4842t
BOUTIQUE BLOOMING,4843t
FARMACIAS DE SIMILARES S.A. DE C.V.,4844t
FARMACON S.A. DE C.V.,4845t
"FARMACIA ""ALEXIS""",4846t
E + FARMACIA,4847t
FARMACIA ARIES II,4848t
FARMACIA SAN RAMON,4849t
FARMACIAS DIEGOS Y /O FARMACIA TEZA S.A. DE C.V.,4850t
FARMACIA CATEDRAL,4851t
FARMACIA PATYYS,4852t
SERVICIOS FARMACEUTICOS INTEGRALES,4853t
FARMACIA GUADALAJARA # 3,4854t
TIENDA ISSSTE # 149,4855t
MEDICINAS MEXICALI  S.A. DE C.V. (PEY-PHARMA),4856t
FARMAHORRO,4857t
BOTICAS LA MEJOR,4858t
BOTICAS SAN JOSE,4859t
FARMACIA HISPANO AMERICANA,4860t
GNC (GENERAL NUTRION CENTER),4861t
FARMACIA LA FORMULA,4862t
TIENDA DE ROPA DE HOY MODA CASUAL,4863t
BOUTIQUE PARA CABALLEROS OSIRIS,4864t
SAFARI ACCESORIOS PARA DAMA,4865t
EGO IMAGEN BOUTIQUE,4866t
EMPRESAS TURISTICAS DE MEXICALI  S.A. DE C.V. (HOTEL LIZ),4867t
MOTEL PUESTA DEL SOL,4868t
MOTEL LAS FUENTES,4869t
BOUTIQUE ROSE FASHION,4870t
CLAUDINAS BOUTIQUE,4871t
ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.  (K),4872t
ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,4873t
ABARROTES  MARIO BROS 2,4874t
MERCADO EL ROBLE,4875t
COMERCIAL DE CARNES FRIAS DEL NORTE S.A. DE C.V. (SUPER CHIVAS),4876t
MERCADITO IMPERIAL,4877t
ABARROTES LA NUEVA VALENTINA,4878t
ABARROTES AZTECA.,4879t
ABARROTES EL DON,4880t
FRUTERIA ALEXIS,4881t
SUPER TIENDAS ABSA  S.A. DE C.V.,4882t
BOUTIQUE STILETTOS,4883t
 PROVEEDORA VANFER S.A. DE  C.V. MERCADO TITOS,4884t
BOUTIQUE ESTACION 1-2-3,4885t
FRUTERIA Y CARNICERIA DURANGO,4886t
ABARROTES Y CARNICERIA LOS MORALES,4887t
"SAFADOS SPORTS ""OFICIAL STORE""",4888t
LITAS BOUTIQUE,4889t
SUPER CARNICERIA ISLAS VILLAFONTANA,4890t
FRUTERIA LA CARRETA S R.L. DE C.V.,4891t
COLORADO PROFESIONAL GROUP S.A. DE C.V.,4892t
BOUTIQUE RIOT SKATESHOP,4893t
FERBIS,4894t
TIENDA DE ROPA Y ZAPATERIA  + X -,4895t
CADENA COMERCIAL OXXO  S. A. DE C. V. (OXXO BRASIL),4896t
TIENDA DE ROPA LA ESTRELLA,4897t
MERCADO VIVA MEXICALI,4898t
NENAS FRUTERIA Y MAS,4899t
ELAT Y/O BEATRIZ ACUNA FELIX,4900t
BOUTIQUE ZONA 99,4901t
MERCADO SUPER CUERNAVACA,4902t
BOUTIQUE 4/20,4903t
ZAPATERIA  BAMBOO SHOES,4904t
TIENDA DE ROPA LA FAVORITA,4905t
TIENDA  ROCKODILE DE SAN FELIPE S.A. DE C.V.,4906t
TIENDA DELTA,4907t
BOUTIQUE EVOLUXION,4908t
B & B ACCESORIOS,4909t
BOUTIQUE MODA CHIC,4910t
BOUTIQUE LITAS,4911t
EL REMATE,4912t
SEVEN BOUTIQUE,4913t
OXSI2 MEXICALI,4914t
BOUTIQUE BASICO,4915t
BOUTIQUE  BORSSETA,4916t
LA HERRADURA,4917t
BOUTIQUE D YABOO,4918t
BOUTIQUE ISHA PLUS,4919t
COPPEL CANADA,4920t
MODAS ANDYS,4921t
BOUTIQUE DPINK,4922t
BOUTIQUE CORDELIA,4923t
BOUTIQUE FOXY LADY,4924t
ZAPATERIA LA REYNA,4925t
ZAPATERIA MINI PAPOS,4926t
EL MUNDO DE CHAVITOS,4927t
DULCERIA KARMELITAS,4928t
DULCERIA KENMAY,4929t
DULCERIA GUADALAJARA,4930t
LOS PEQUES,4931t
DULCERIA FANTASIA,4932t
DULCERIA MEXICALI,4933t
"ZAPATERIA SAFADOS SPORT "" OFICIAL STORE""",4934t
DISTRIBUIDORA DE DULCES PALACO S. DE R.L. DE C.V.,4935t
SENBIS  S.A. DE C.V.,4936t
"DULCERIA  ""ANDREA""",4937t
SALAMANDRA BOUTIQUE,4938t
BOUTIQUE REGALARTE,4939t
BOUTIQUE I LOVE,4940t
MARCH BOUTIQUE,4941t
DINGOS ZAPATERIA,4942t
ETCETERA ACCESORIOS Y/O OPERADORA Y PROMOTORA DE DISEÑO S.A.P.I DE C.V.,4943t
MATERNIDAD Y EXTRAS,4944t
BOUTIQUE EXCESS,4945t
ZAPATERIA MADERO  S.A. DE C.V.,4946t
RUBIANA BOUTIQUE,4947t
TIENDAS COMERCIAL MEXICANA S.A. DE C.V.(MEGA BLVD. CARRANZA).,4948t
LAS TIENDAS DEL PUEBLO,4949t
BOUTIQUE GERMANYAS,4950t
SPACIO IN BOUTIQUE,4951t
CONCRETE BOUTIQUE INTERNACIONAL,4952t
BOUTIQUE ZAIKO,4953t
SUPER TIENDAS ABSA S.A. DE C.V.,4954t
SMART & FINAL DEL NOROESTE  S.A. DE C.V.,4955t
ZAPBOL EXCLUSIVAS,4956t
SEÑOR LAGARTO  S. A. DE C. V.,4957t
BOUTIQUE ZEBRA,4958t
BOUTIQUE US POLO ASSN,4959t
ZAPATERIA REFORMA,4960t
BOUTIQUE NEW YORK,4961t
BOUTIQUE MITTO,4962t
TIENDA DE ROPA MAXI,4963t
DR. BOUTIQUE,4964t
DULCERIA FANNY,4965t
FRUTERIA Y CARNICERIA LA MICHOACANA,4966t
FRIDAS BOUTIQUE,4967t
BOUTIQUE LA FERIA,4968t
ETCETERA ACCESORIOS,4969t
BOUTIQUE EXPRESS,4970t
LAS TIENDAS DEL PUEBLO S. DE R.L. DE C.V,4971t
OSIRIS GALERIAS,4972t
TIENDA DE ROPA ELECZION,4973t
AUTOSERVICIO VEANS,4974t
B-4 BOUTIQUE,4975t
TIENDA LA NACIONAL-ROPA,4976t
 ZAPATERIA MADERO,4977t
   MODA CASUAL KARLïS,4978t
TIENDA DE MORENO,4979t
FRUTERIA Y CARNICERIA MERICH,4980t
** TIENDAS COMERCIAL MEXICANA  S.A DE C.V.,4981t
ZAPATERIA B HERMANOS,4982t
**NUEVA WAL MART DE MEXCIO S. DE R.L. DE C.V.,4983t
** NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,4984t
**NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V,4985t
SURTIPRACTIC  S.A DE C.V.,4986t
** TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,4987t
** NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.,4988t
**COMERCIAL TACAMBA  S.A. DE C.V.,4989t
DISTRIBUIDORA DE ABARROTES Y HUEVO RODRIGUEZ / LUIS RODRIGUEZ RODRIGUEZ,4990t
**ABARROTES DEL DUERO S.A. DE C.V. ,4991t
**ABARROTERA DEL DUERO  S.A. DE C.V.,4992t
**CADENA COMERCIAL OXXO  S.A. DE C.V.,4993t
**CADENA COMERCIAL OXXO S.A.  DE C.V.,4994t
** FARMACIA GUADALAJARA  S.A. DE C.V.,4995t
**FARMACIA GUADALAJARA S.A.DE C.V.,4996t
**FARMACIA GUADALAJARA S. A. DE C. V.,4997t
**ABARROTES LA VIOLETA  S.A. DE C.V.,4998t
**SUPER VIOLETA  S.A. DE C.V.,4999t
** NUEVA WALMART DE MEXICO  S. DE R.L. DE C.V.,5000t
CADENA COMERCIAL OXXO  S.A.  DE C.V.,5001t
**FARMACIA GUADALAJARA  S. A. DE C. V.,5002t
**FARMACIA GUADALAJARA S. A.DE C. .V,5003t
** TIENDAS EXTRA  S.A. DE C.V.,5004t
**TIENDAS EXTRA  S.A. DE C.V.,5005t
MARISCOS EL CHATO,5006t
**FARMACIA GUADALAJARA S.A. DE C.V.,5007t
**TIENDAS EXTRA  .S.A. DE C.V.,5008t
**FARMACIA GUADALAJARA  S.A. DE C.V.,5009t
MI RANCHO MARKET,5010t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V,5011t
**CADENA COMERCIAL OXXO S. A. DE C.V.,5012t
ULTRA MARINOS AZTECA S.A. DE C.V.,5013t
ABARROTES AZTECA AUTOSERVICIOS  S.A. DE C.V.,5014t
** MINI SUPER  LA CANASTA,5015t
COMERCIAL CUATRO TRES  S.A. DE C.V.,5016t
GLAMM FASHION,5017t
EXCLUSIVO,5018t
PRINCESS,5019t
VIVA MODA,5020t
NFS MORELIA,5021t
NIKE STORE,5022t
 SUBURBIA S. DE R.L. DE C.V.,5023t
** COMERCIAL DPORTENIS  S.A. DE C.V.,5024t
COMERCIALIZADORA FARMACEUTICA DE CHIAPAS  SAPI DE C.V.,5025t
COMERCIALIZADORA FARMACEUTICA DE CHIAPAS  S.A. DE C.V.,5026t
FARMACIA BENAVIDES  S.A. DE C.V.,5027t
FARMACIAS GEMS DE DESCUENTO  S.A. DE C.V.,5028t
 FARMACIAS GEMS DE DESCUENTO  S.A. DE C.V.,5029t
FARMACIA SANTA CRUZ DE MORELIA  S.A. DE C.V.,5030t
** FARMACIA SANTA CRUZ DE MORELIA  S.A. DE C.V.,5031t
FARMACIA SANTA CRUZ,5032t
ZAPATERIA KRYSTAL,5033t
CALIFORNIA CASUAL,5034t
BOUTIQUE ADILENE,5035t
COMERCIALIZADORA GA- ZA  S.A. DE C.V.,5036t
**FARMACIA GUADALAJARA,5037t
FARMACIA ESPECIALIZADA  S.A. DE C.V.,5038t
FARMACIAS DE SIMILARES  S.A. DE C.V.,5039t
FARMACIA ESPECIALIZADA,5040t
FARMACIA GUADALAJARA S.A DE C.V.,5041t
**SANBORN HERMANOS  S.A.,5042t
IMPORTACIONES TODO DE TODO,5043t
 ** TIENDAS SORIANA S.A DE C.V.,5044t
"**   IMPORTACIONES ""EL CHULADA""",5045t
GAME PLANET,5046t
ZAPATERIA LYZ,5047t
ZAPATERIA LA GRAN BARATA,5048t
SANDALIAS DE MORELIA,5049t
ELECTRO MICH ELECTRONICOS DE MICHOACAN,5050t
ZAPATILANDIA,5051t
JUGUETERIA HOBBY MODELS,5052t
NOVEDADES CAROLINA,5053t
NOVEDADES SIN NOMBRE,5054t
VENTA DE MOCHILAS,5055t
GAME FOR LESS,5056t
BUILD A BEAR WORKSHOP,5057t
SUPP LAY,5058t
GRUPO COMERCIAL CONTROL S.A DE C.V.,5059t
IMPORTACIONES YAZ,5060t
ZAPATERIAS AVANCE,5061t
MODA DE MICHOACAN  SA DE CV,5062t
STUDIO F,5063t
SUPER CHEDRAUI ZITACUARO,5064t
ADOLFO DOMINGUEZ,5065t
FARMACIA POPULAR,5066t
FARMACIA HOSPITAL LA FUENTE,5067t
FARMACIAS ESPECIALIZADAS,5068t
FARMACIAS G.I.,5069t
FARMACIA EL LIDER DEL AHORRO,5070t
FAMI AHORRO DE LOURDES,5071t
FARMACIAS ARMO,5072t
FARPA  S.A. DE C.V.,5073t
FARMACIA DE DIOS,5074t
PAPELERIA REGIA,5075t
FARMACOS FR  S.A. DE C.V.,5076t
PAPELERIA EL COMETA,5077t
GRUPO PAPELERO VELSA,5078t
ZARA MEXICO CONTRATO 1 A EN P.,5079t
**OPERADORA LOB  S.A. DE C.V.,5080t
DISTRIBUIDORA DE CALZADO BANANA  S. DE R.L.,5081t
ZAPATERIA OSIRIS,5082t
ZAPATERIA LA HABANA,5083t
ZAPATERIA EL BARATERO DE LEON,5084t
NOVIAS DIDI,5085t
NAVIERI  LA MARINA,5086t
ZAPATERIA COOPEL,5087t
ZAPATERIA HISPANA,5088t
ZAPATERIA VERENDA,5089t
ELECZION  TU DECIDES,5090t
NOVIAS ANGELICA,5091t
ZAPATERIA MILENIO,5092t
MAR CALIFORNIA INN,5093t
CASA PALOMARES,5094t
JOYERIA LA TURQUESA,5095t
** JOYERIA MALLOR,5096t
JOYERIA LA EUROPEA,5097t
JOYERIA MARCELA,5098t
JOYERIA MARIO Y JOYERIA LA MINA,5099t
JOYERIA MEMO GOMEZ,5100t
JOYERIA PARIS,5101t
JOYERIA LA ESTRELLA,5102t
JOYERIA DEL PASAJE,5103t
JOSHAEV JOYERIA,5104t
TIENDAS SORIANA  S.A. DE C.V. (SUC. MORELOS SUR),5105t
DISEÑO Y MODA PARISINA  S.A. DE C.V.  Y/O ZOY ZOLO YO,5106t
"ZAPATERIA "" PATA PATA ""  Y/O HERNANDEZ VARGAS SUSANA.",5107t
PACHUCO REY MEZCALERIA,5108t
EVENTOS NAUTICOS  S.A. DE C.V.  Y/O TENORIO PAULIN JUAN GABRIEL.,5109t
MOTEL  ARCOIRIS Y/O TRES COLORES  S.A. DE C.V.,5110t
MOTEL  HOLLYWOOD   Y/O OPERADORA PLUS HOTELERA  S.A. DE C.V.,5111t
DISTRIBUIDULCES   S.A DE C.V.,5112t
BOUTIQUE BUHO Y/O SALGADO MARTINEZ ANA PAULA.,5113t
DOROTHY GAYNOR Y/O VARANNI DE MEXICO  S.A. DE C.V.,5114t
JULIO Y/O GRUPO JULIO  S.A. DE C.V.,5115t
DOROTHY GAYNOR Y/O VARANNI DE MEXICO S.A. DE C.V.,5116t
SANBORNS Y/O SANBORN HERMANOS  S.A.,5117t
SANBORN HERMANOS   S.A.,5118t
SUPER DE TEMIXCO  S.A. DE C.V.,5119t
TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.  ( MEGA  SUC. LA SELVA ),5120t
NUEVA WAL MART DE MEXICO  S. DE R. L. DE C.V.,5121t
NUEVA WAL MART DE M¿XICO  S. DE R.L. DE C.V.  (5727 JIUTEPEC),5122t
SUPER POLLOS Y LA CARICATURA  S.A. DE C.V.,5123t
TIENDAS COMERCIAL MEXICANA S.A DE C.V.    (MEGA CUAUTLA LOS ARCOS),5124t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. (BODEGA AURRERA-CUAUTLA),5125t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. Y/O SAM`S CLUB LOS ATRIOS,5126t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.   Y/O BODEGA AURRERA YAUTEPEC,5127t
LA LANGOSTA REVOLTOSA  S. DE R.L. DE C.V.    Y/O OCEANO DORADO.,5128t
NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.  Y/O  BODEGA AURRERA,5129t
WALDO`S DOLAR MART DE MEXICO  S DE R.L. DE C.V.,5130t
NUEVA WAL MART DE MEXICO  S DE R.L. DE C.V. Y/O BODEGA AURRERA JIUTEPEC,5131t
NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V. Y/O SAMS CLUB,5132t
TIENDAS COMERCIAL MEXICANA S.A. DE C.V.  Y/O MEGA CUERNAVACA-DIANA,5133t
"ABARROTES CON VENTA DE FRUTAS  VERDURAS "" EL PORTONCITO """,5134t
"ABARROTES  FRUTAS Y VERDURAS "" LA PEQUEÑA """,5135t
"RESTAURANTE BAR ""TAKOYAKI BEERS""",5136t
